Gender,First Name (Devanagari),Middle Name (Devanagari),Last Name (Devanagari),First Name (Roman),Middle Name (Roman),Last Name (Roman),Alternative Roman Spellings,age,caseType,caseFIR,location
1,लाल,बहादुर,तामाङ्ग,Lal,Bahadur,Tamang,"Lal Taman, Lal B. Tamang, Lal Bahadur Taamaang",20,Witness,FIR-2013-757,Jaipur
1,जसिराम,,सार्की,Jasiram,,Sarki,"Jasiram Sark, Jasiram  Sarki, J. Sarki",56,Criminal,FIR-2016-617,Kolkata
1,देवराज,,तामाङ,Devraj,,Tamang,"Devraj  Tamang, Devraj  Taamaang, Devraj Taman",51,Victim,FIR-2001-497,Madhya Pradesh
1,राम,कुमार,विश्‍वकर्मा,Ram,Kumar,Vishwakarma,"Ram Viswakarma, R. Vishwakarma, Ram K. Vishwakarma",28,Criminal,FIR-2008-696,Madhya Pradesh
0,भवानी,,शर्मा,Bhawani,,Sharma,"Bhawani  Sharma, Bhawani Sarma, Bhawani  Shaarmaa",35,Victim,FIR-2013-464,Bangalore
1,सुरेश,,न्यौपाने,Suresh,,Nyupane,"Suresh  Niupane, Suresh . Nyupane, Suresh  Nyupane",30,Suspect,FIR-2017-476,Madhya Pradesh
0,सीता,,तामाङ,Sita,,Tamang,"Sita Tamang, Sita . Tamang, Sita  Tamang",41,Suspect,FIR-2020-593,Bangalore
1,सीता,राम,घिमिरे,Sita,Ram,Ghimire,"Sita Gimire, S. Ghimire, Sita Ghimire",40,Criminal,FIR-2008-419,Kolkata
0,पूनकला,,अर्याल,Poonkala,,Aryal,"Poonkala . Aryal, Poonkala  Aryaal, Poonkala Arya",24,Victim,FIR-2018-590,Madhya Pradesh
0,आशा,देवी,यादव,Asha,Devi,Yadav,"Asha Devi Yaadaav, Asha Yada, A. Yadav",39,Criminal,FIR-2018-879,Madhya Pradesh
0,काला,देवी,यादव,Kala,Devi,Yadav,"K. Yadav, Kala D. Yadav, Kala Yadav",33,Criminal,FIR-2012-748,Mumbai
1,चिन्तामणी,शर्मा,घिमिरे,Chintamani,Sharma,Ghimire,"Chintamani Gimire, C. Ghimire, Chintamani S. Ghimire",59,Suspect,FIR-2024-286,Bangalore
0,मिना,,बलामी,Mina,,Balam,"Mina  Baalaam, Mina  Balam, Mina Bala",45,Suspect,FIR-2008-116,Chennai
0,विष्णु,माया,तामाङ,Vishnu,Maya,Tamang,"Vishnu Maya Taamaang, Vishnu Maya Tamang, Vishnu Taman",48,Suspect,FIR-2009-860,Madhya Pradesh
1,टेक,बहादुर,पुन,Tech,Brave,Pun,"Tech B. Pun, Tech Pun, T. Pun",43,Suspect,FIR-2020-799,Delhi
1,कपलेश्‍वर,,यादव,kapleshwar,,yadav,"kapleshwar . yadav, kapleshwar  iadav, kapleshwar  yaadaav",25,Witness,FIR-2021-538,Madhya Pradesh
1,शंखी,राम,खटिक,Shankhi,Ram,Khatik,"Shankhi Ram Khaatik, Shankhi Khatik, Shankhi Khati",27,Victim,FIR-2003-483,Madhya Pradesh
1,नबिन,कुमार,बैश्य,Nabin,Kumar,Baishya,"Nabin Kumar Baishya, Nabin Baisya, Nabin K. Baishya",59,Witness,FIR-2006-829,Jaipur
0,सिता,,गजुरेल,Sita,,Gajurel,"Sita  Gajurel, Sita . Gajurel, S. Gajurel",36,Victim,FIR-2019-139,Kolkata
1,विश्वास,,चेम्जोङ,Vishwas,,Chemjong,"Vishwas Cemjong, Vishwas . Chemjong, V. Chemjong",28,Victim,FIR-2017-847,Madhya Pradesh
1,राम,चन्‍द्र,गौतम,Ram,Chandra,Gautam,"Ram Gautam, Ram Chandra Gautam, Ram Gauta",55,Suspect,FIR-2000-922,Madhya Pradesh
1,लपटेन,सिंह,चौधरी,Lt.,Singh,Choudhary,"Lt. Coudary, Lt. Singh Choudhaary, L. Choudhary",57,Victim,FIR-2012-918,Chennai
1,डम्बर,बहादुर,मगर,Dumber,Brave,Alligator,"Dumber B. Alligator, Dumber Brave Alligaator, D. Alligator",49,Suspect,FIR-2023-137,Bangalore
1,आशिष,,चौधरी,Ashish,,Chowdhary,"Ashish  Chowdhary, Ashish  Chowdhaary, Ashish . Chowdhary",21,Witness,FIR-2022-764,Kolkata
1,बिलेक्षण,,मंडल,Bilakshan,,Mandal,"B. Mandal, Bilakshan Manda, Bilakshan . Mandal",19,Criminal,FIR-2014-524,Chennai
0,श्यानी,माया,थापा,Shyani,Maya,Thapa,"Shyani Maya Thaapaa, Shyani Tapa, S. Thapa",20,Victim,FIR-2013-419,Kolkata
0,हृदय,कुमारी,संग्रौला,Hridaya,Kumari,Sangraula,"Hridaya Sangraula, Hridaya Kumari Sangraula, Hridaya Kumari Saangraaulaa",46,Criminal,FIR-2008-496,Mumbai
0,गिता,,कोइराला,Geeta,,Koirala,"Geeta Koiral, Geeta  Koirala, Geeta . Koirala",18,Witness,FIR-2020-164,Madhya Pradesh
1,डम्मर,,साउद,Dummer,,Saud,"D. Saud, Dummer Sau, Dummer Saud",42,Witness,FIR-2010-736,Chennai
1,प्रशिल,,थापा,Prashil,,Thapa,"Prashil  Thapa, Prashil Thapa, Prashil . Thapa",59,Suspect,FIR-2018-322,Madhya Pradesh
0,सेती,माया,प्रजा,Seti,Maya,Praja,"Seti Praja, Seti Maya Praajaa, Seti Praj",36,Victim,FIR-2017-257,Kolkata
1,अरविन्द,कुमार,उप्रेती,Arvind,Kumar,Upreti,"Arvind Kumar Upreti, Arvind Upreti, Arvind K. Upreti",43,Victim,FIR-2020-474,Delhi
0,मलि,,चेमजोङ,Mali,,Chemjong,"M. Chemjong, Mali . Chemjong, Mali Chemjong",37,Criminal,FIR-2024-289,Madhya Pradesh
0,रेशमी,,थरुनी,silk,,thruni,"silk  thruni, silk thruni, silk . thruni",30,Criminal,FIR-2009-806,Madhya Pradesh
1,सुर,मान,घलान,Sur,Man,Ghalan,"Sur M. Ghalan, Sur Ghalan, Sur Man Ghalan",53,Witness,FIR-2013-298,Madhya Pradesh
1,फौदार,,चौधरी,Faudar,,Chowdhury,"Faudar Chowdhury, Faudar Cowdury, Faudar  Chowdhuri",51,Witness,FIR-2006-224,Chennai
1,तक,बहादुर,सुनार,Till,the,goldsmith,"T. goldsmith, Till goldsmit, Till goldsmith",60,Victim,FIR-2006-710,Mumbai
1,साईलो,,सुनार,Silo,,Goldsmith,"Silo  Goldsmith, Silo Goldsmit, Silo Goldsmith",33,Suspect,FIR-2019-844,Madhya Pradesh
1,निवर,,अहिर,Niwar,,Ahir,"N. Ahir, Niwar Air, Niwar Ahir",21,Criminal,FIR-2007-199,Delhi
1,सन्तोष,,गुरुङ,Santosh,,Gurung,"Santosh . Gurung, Santosh Gurun, Santosh Gurung",27,Victim,FIR-2001-206,Madhya Pradesh
0,कौशिला,,कामी,Kausila,,Kami,"Kausila  Kami, Kausila Kam, Kausila Kami",29,Suspect,FIR-2023-912,Hyderabad
1,हरि,,तिमिल्सेना,Hari,,Timilsena,"Hari . Timilsena, Hari Timilsena, H. Timilsena",21,Witness,FIR-2006-777,Madhya Pradesh
1,माइला,,तामाङ,Maila,,Tamang,"M. Tamang, Maila  Taamaang, Maila Taman",20,Criminal,FIR-2019-115,Madhya Pradesh
0,गीता,देवी,साह,Geeta,Devi,Shah,"Geeta Sa, Geeta Sha, Geeta Shah",29,Witness,FIR-2010-932,Madhya Pradesh
1,बिधानन,,राय,Bidhan,,Roy,"Bidhan  Roy, Bidhan  Roi, Bidhan Roy",19,Witness,FIR-2020-340,Madhya Pradesh
1,हुब,लाल,वरई,Hub,Lal,Varai,"Hub Varai, H. Varai, Hub Lal Vaaraai",25,Suspect,FIR-2001-483,Chennai
0,वाङडोमा,,शेर्पा,Wangdoma,,Sherpa,"Wangdoma  Sherpa, Wangdoma Sherpa, Wangdoma . Sherpa",27,Criminal,FIR-2010-561,Madhya Pradesh
1,प्रदिप,कुमार,माझी,Pradeep,Kumar,Majhi,"Pradeep Kumar Majhi, Pradeep Maji, P. Majhi",31,Suspect,FIR-2000-260,Madhya Pradesh
1,राज,कुमार,गौतम,Raj,Kumar,Gautam,"Raj Kumar Gautam, R. Gautam, Raj Kumar Gaautaam",51,Criminal,FIR-2003-462,Delhi
1,गोपाल,,लुहार,Gopal,,Luhar,"G. Luhar, Gopal Luar, Gopal Luha",41,Suspect,FIR-2022-988,Bangalore
0,दुर्गा,देवि,जैसी,like,goddess,durga,"l. durga, like goddess durgaa, like g. durga",36,Victim,FIR-2018-158,Madhya Pradesh
1,श्याम,मिलन,यादव,Shyam,Milan,Yadav,"Shyam Milan Yaadaav, S. Yadav, Shyam Milan Yadav",27,Criminal,FIR-2006-550,Madhya Pradesh
0,निललक्ष्मी,,लामा,Nilalakshmi,,Lama,"Nilalakshmi Lam, Nilalakshmi  Lama, N. Lama",43,Criminal,FIR-2024-822,Kolkata
1,हरि,लाल,सार्की,Hari,Lal,Sarki,"Hari Lal Sarki, Hari Lal Saarki, Hari L. Sarki",28,Victim,FIR-2008-352,Delhi
0,आश,कुमारी,गुरुङ,Aash,Kumari,Guruang,"Aash Kumari Guruang, Aash Guruan, A. Guruang",41,Victim,FIR-2022-688,Delhi
0,तारा,देबि,श्रेष्ठ,Tara,Debi,Shrestha,"Tara D. Shrestha, Tara Sresta, Tara Shrestha",33,Suspect,FIR-2018-136,Madhya Pradesh
0,आइती,माया,तामाङ,Aaiti,Maya,Tamang,"A. Tamang, Aaiti Taman, Aaiti Maya Taamaang",48,Suspect,FIR-2016-316,Madhya Pradesh
1,रामहरख,,मल्लाह,Ramharkh,,Mallah,"Ramharkh . Mallah, Ramharkh Mallah, R. Mallah",22,Witness,FIR-2000-753,Mumbai
0,कृष्णा,,देवी,krishna,,devi,"krishna  devi, krishna dev, krishna . devi",55,Witness,FIR-2019-250,Mumbai
0,थुमी,वि,क,Thumi,V,K,"Thumi K, T. K, Thumi V K",47,Witness,FIR-2021-814,Delhi
0,राम,कुमारी,चौधरी,Ram,Kumari,Choudhary,"Ram Kumari Choudhaary, Ram Kumari Choudhary, Ram Kumari Choudhari",30,Criminal,FIR-2017-141,Madhya Pradesh
1,श्याम,,ताम्राकार,dark,,coppery,"dark  copperi, d. coppery, dark . coppery",55,Witness,FIR-2010-994,Chennai
0,इन्दिरा,,कुंवर,Indira,,Kunwar,"Indira . Kunwar, Indira  Kunwar, I. Kunwar",26,Criminal,FIR-2011-516,Hyderabad
0,रिता,,घतानी,Rita,,Ghatani,"R. Ghatani, Rita Gatani, Rita . Ghatani",56,Criminal,FIR-2022-747,Madhya Pradesh
1,साबिर,अलि,साई,sabir,ali,sai,"sabir ali saai, sabir ali sai, s. sai",36,Witness,FIR-2013-378,Delhi
0,बबिता,,रावत,babita,,rawat,"babita rawat, babita  raawaat, babita . rawat",60,Witness,FIR-2023-474,Chennai
1,ठगीराम,,चौधरी,Thugiram,,Chowdhary,"Thugiram  Chowdhaary, Thugiram Chowdhar, Thugiram Cowdary",19,Suspect,FIR-2007-859,Madhya Pradesh
0,खिन,माया,दाहाल,Khin,Maya,Dahal,"Khin Maya Dahal, Khin Daal, K. Dahal",19,Suspect,FIR-2005-639,Madhya Pradesh
1,देव,नारायण,चौधरी,Dev,Narayan,Chowdhary,"D. Chowdhary, Dev Cowdary, Dev Narayan Chowdhari",59,Suspect,FIR-2024-485,Mumbai
0,सरस्वती,,राई,Saraswati,,Rai,"S. Rai, Saraswati Ra, Saraswati  Rai",42,Witness,FIR-2006-925,Bangalore
1,सुरेश,,विष्ट,Suresh,,Visht,"Suresh Visht, Suresh Vist, Suresh  Visht",41,Criminal,FIR-2008-830,Madhya Pradesh
0,गायत्री,,देवी,Gayatri,,Devi,"Gayatri Devi, Gayatri Dev, Gayatri  Devi",49,Witness,FIR-2012-210,Bangalore
0,चन्द्र,माया,थापा,Chandra,Maya,Thapa,"Chandra Thap, Chandra Maya Thaapaa, Chandra Thapa",37,Criminal,FIR-2018-763,Madhya Pradesh
0,कालीका,देवी,खरेल,Kalika,Devi,Kharel,"Kalika Devi Kharel, K. Kharel, Kalika Khare",19,Witness,FIR-2024-895,Pune
1,श्याम,,दर्जी,Shyam,,Tailor,"Shyam Tailor, Shyam Tailo, S. Tailor",42,Victim,FIR-2003-862,Kolkata
0,सरस्वती,,गौतम,Saraswati,,Gautam,"Saraswati Gauta, Saraswati  Gaautaam, Saraswati Gautam",45,Victim,FIR-2020-430,Delhi
0,सिता,,सेढाइ,sita,,sedhayi,"sita  sedhaii, sita sedayi, sita sedhay",30,Witness,FIR-2016-227,Hyderabad
0,मन्जु,देबी,बोकटी,Manju,Debi,Bokati,"Manju D. Bokati, Manju Bokati, M. Bokati",21,Victim,FIR-2006-961,Madhya Pradesh
0,विवि,जुवेदा,मिया,Vivi,Juweda,Mia,"Vivi Juweda Mia, Vivi J. Mia, V. Mia",26,Suspect,FIR-2009-325,Kolkata
1,ओम,कुमार,गुरुङ्ग,Om,Kumar,Gurung,"Om Gurun, Om Gurung, O. Gurung",38,Criminal,FIR-2004-922,Madhya Pradesh
1,सावित,राम,खटिक,Savit,Ram,Khatik,"Savit Khati, Savit Ram Khatik, Savit Katik",46,Witness,FIR-2004-741,Madhya Pradesh
1,प्रेम,बहादुर,तमाङ,Prem,Bahadur,Tamang,"Prem Taman, Prem B. Tamang, Prem Bahadur Taamaang",18,Criminal,FIR-2002-653,Madhya Pradesh
1,कुबेर,नाथ,तुम्बापो,Kuber,Nath,Tumbapo,"Kuber Nath Tumbaapo, K. Tumbapo, Kuber Tumbapo",36,Suspect,FIR-2019-385,Mumbai
0,ज्ञानी,माया,महर्जन,Giani,Maya,Maharjan,"Giani Maarjan, Giani Maya Maharjan, G. Maharjan",55,Criminal,FIR-2007-964,Pune
1,पुजन,कुमार,यादव,Pujan,Kumar,Yadav,"Pujan Yada, Pujan K. Yadav, P. Yadav",36,Witness,FIR-2000-724,Bangalore
0,भागो,कुमारी,गिरी,Run,Miss,Giri,"Run Miss Giri, Run Gir, R. Giri",21,Witness,FIR-2012-277,Mumbai
1,नारायण,,महतो,Narayan,,Mahato,"Narayan Maato, Narayan  Mahato, Narayan . Mahato",37,Suspect,FIR-2021-420,Madhya Pradesh
0,मन्जु,,थारु,manju,,tharu,"manju  thaaru, manju  tharu, manju tharu",38,Suspect,FIR-2018-801,Madhya Pradesh
0,राम,दुलारी,डगौरा,Ram,Dulari,Dagaura,"Ram Dagaur, Ram Dulari Daagaauraa, Ram Dagaura",55,Suspect,FIR-2000-841,Madhya Pradesh
1,रण,बहादुर,कुँवर,Ran,Bahadur,Kunwar,"R. Kunwar, Ran B. Kunwar, Ran Kunwar",30,Suspect,FIR-2013-141,Delhi
0,दिप,कला,कडारा,deepak,,kadara,"deepak  kaadaaraa, deepak . kadara, deepak kadara",45,Witness,FIR-2014-300,Kolkata
0,शोभा,,लामिछाने,Shobha,,Lamichhane,"Shobha Lamichhane, Shobha Lamicane, Shobha  Laamichhaane",34,Suspect,FIR-2010-476,Delhi
1,शिव,दत्त,भण्डारी,Shiv,Dutt,Bhandari,"Shiv Dutt Bhandari, Shiv Bandari, Shiv Bhandari",60,Victim,FIR-2021-922,Madhya Pradesh
1,सन्दिप,,थपलिया,Sandeep,,Thapaliya,"S. Thapaliya, Sandeep Tapaliya, Sandeep Thapaliya",41,Suspect,FIR-2009-108,Chennai
1,महताव,,आलम,mahatav,,alam,"mahatav alam, mahatav . alam, m. alam",40,Victim,FIR-2003-556,Delhi
0,लिला,कुमारी,तत्‍मिनी,Leela,Kumari,Tatmini,"Leela Kumari Tatmini, Leela Kumari Taatmini, Leela Tatmin",43,Suspect,FIR-2000-864,Chennai
1,दीपक,,आचार्य,Deepak,,Acharya,"Deepak Achary, Deepak  Achaaryaa, Deepak Acarya",60,Victim,FIR-2021-989,Madhya Pradesh
0,बिष्णु,कुमारी,तिवारी,Bishnu,Kumari,Tiwari,"Bishnu K. Tiwari, Bishnu Tiwari, Bishnu Kumari Tiwari",31,Witness,FIR-2001-949,Kolkata
0,शारजाहाँ,,नेशा,Sharjahan,,Nesha,"Sharjahan Nesa, Sharjahan . Nesha, Sharjahan Nesha",25,Witness,FIR-2013-884,Kolkata
1,पुकार,,महतो,Pukar,,Mahato,"Pukar  Maahaato, Pukar  Mahato, Pukar Mahato",47,Suspect,FIR-2022-356,Madhya Pradesh
0,यसोदा,,नेपाल,Yasoda,,Nepal,"Yasoda  Nepaal, Yasoda . Nepal, Yasoda Nepa",36,Suspect,FIR-2020-580,Delhi
0,निर्मला,,महरा,Nirmala,,Mehra,"Nirmala  Mehraa, Nirmala  Mehra, Nirmala Mehra",44,Victim,FIR-2004-550,Chennai
1,अनिल,,मोक्तान,Anil,,Moktan,"Anil Moktan, Anil  Moktan, Anil . Moktan",25,Criminal,FIR-2009-592,Madhya Pradesh
1,पुर्ण,बहादुर,चन्द,Purna,Bahadur,Chand,"Purna Cand, P. Chand, Purna Chand",51,Suspect,FIR-2005-200,Mumbai
1,गोविन्द,प्रसाद,तमोली,govind,prasad,tamoli,"g. tamoli, govind tamoli, govind prasad tamoli",18,Suspect,FIR-2019-463,Madhya Pradesh
0,सेल्गु,,तामाङ,selgu,,tamang,"selgu . tamang, selgu  taamaang, selgu taman",31,Suspect,FIR-2005-105,Delhi
0,मुर्ती,देवि,साह,Murti,Devi,Sah,"Murti Devi Saah, Murti Sah, M. Sah",34,Suspect,FIR-2002-826,Kolkata
1,रोशन,,भण्डारी,Roshan,,Bhandari,"Roshan . Bhandari, R. Bhandari, Roshan  Bhaandaari",22,Witness,FIR-2001-459,Madhya Pradesh
0,मिना,,खड्का,Mina,,Khadka,"Mina . Khadka, Mina Kadka, Mina  Khaadkaa",27,Suspect,FIR-2016-144,Delhi
1,ललीत,प्रसाद,पौडेल,Lalit,Prasad,Paudel,"Lalit Prasad Paudel, L. Paudel, Lalit Prasad Paaudel",20,Suspect,FIR-2016-523,Kolkata
1,आश,राज,तुम्बापो,Aash,Raj,Tumbapo,"A. Tumbapo, Aash Tumbap, Aash Tumbapo",60,Suspect,FIR-2003-384,Kolkata
0,हेम,कुमारी,तामाङ,hem,kumari,tamang,"h. tamang, hem tamang, hem taman",24,Victim,FIR-2004-546,Chennai
0,सन्च,माया,लामा,sancha,maya,lama,"sancha maya lama, sancha lam, sancha m. lama",23,Criminal,FIR-2016-652,Jaipur
0,धर्मशिला,,देवी,Dharmshila,,Devi,"Dharmshila Devi, Dharmshila  Devi, D. Devi",48,Criminal,FIR-2010-199,Kolkata
1,डोर,बहादुर,मगर,Dor,Bahadur,Magar,"Dor Bahadur Maagaar, Dor Bahadur Magar, Dor B. Magar",40,Victim,FIR-2022-383,Madhya Pradesh
1,कमला,कान्‍त,झा,Kamla,Kant,Jha,"K. Jha, Kamla K. Jha, Kamla Ja",52,Witness,FIR-2004-201,Hyderabad
0,जयन्ति,,थरुनी,jayanti,,tharuni,"jayanti tharuni, j. tharuni, jayanti  tharuni",41,Victim,FIR-2007-849,Mumbai
1,श्रीजेश,,पटेल,Sreejesh,,Patel,"Sreejesh  Patel, Sreejesh . Patel, S. Patel",57,Victim,FIR-2018-884,Madhya Pradesh
0,लुखिया,देवी,यादव,Lukhiya,Devi,Yadav,"L. Yadav, Lukhiya Yadav, Lukhiya D. Yadav",33,Criminal,FIR-2006-948,Chennai
0,धनसरा,,बिष्‍ट,Dhansara,,Bisht,"Dhansara Bisht, Dhansara Bist, D. Bisht",24,Witness,FIR-2013-377,Kolkata
1,राजु,,थारु,raju,,tharu,"raju thar, raju tharu, raju . tharu",30,Victim,FIR-2000-297,Delhi
0,अएनब,,खातुन,Aynab,,Khatun,"A. Khatun, Aynab Khatu, Aynab Katun",25,Criminal,FIR-2016-154,Mumbai
0,अर्चना,,देवी,archana,,devi,"archana . devi, a. devi, archana dev",19,Witness,FIR-2001-277,Kolkata
1,मनोज,कुमार,सिंह,Manoj,Kumar,Singh,"M. Singh, Manoj K. Singh, Manoj Kumar Singh",25,Criminal,FIR-2015-242,Bangalore
1,होम,बहादुर,"वि,क,",Home,brave,"vik,","H. vik,, Home b. vik,, Home vik,",34,Victim,FIR-2000-352,Hyderabad
0,हरिमाया,,दहाल,Harimaya,,Dahal,"Harimaya . Dahal, Harimaya  Daahaal, Harimaya Daha",59,Criminal,FIR-2000-257,Madhya Pradesh
0,फुल,कुमारी,शेर्मा,Full,Kumari,Sharma,"F. Sharma, Full Sarma, Full Sharm",36,Suspect,FIR-2014-178,Jaipur
1,राम,औतार,बढई,Ram,Avtar,Carpenter,"Ram A. Carpenter, Ram Carpenter, R. Carpenter",20,Suspect,FIR-2013-647,Mumbai
1,गोविन्द,,राना,govind,,rana,"govind  rana, govind rana, govind  raanaa",43,Witness,FIR-2011-748,Hyderabad
0,सृजना,,चौधरी,Srijana,,Chaudhary,"Srijana Caudary, Srijana Chaudhary, Srijana  Chaaudhaary",21,Criminal,FIR-2020-902,Chennai
1,सुदन,मान,डंगोल,Sudan,Maan,Dangol,"S. Dangol, Sudan Maan Daangol, Sudan Dango",27,Witness,FIR-2000-572,Delhi
1,अम्वर,बहादुर,प्रधान,Amwar,Bahadur,Pradhan,"Amwar Pradan, Amwar B. Pradhan, Amwar Pradha",26,Witness,FIR-2000-321,Madhya Pradesh
1,चुलाइ,,दास,Chulai,,Das,"Chulai Das, Chulai Da, Chulai  Das",60,Victim,FIR-2016-636,Madhya Pradesh
0,सागैर,देवी,मण्‍डल,Sagair,Devi,Mandal,"Sagair Devi Mandal, Sagair Manda, Sagair Mandal",19,Suspect,FIR-2016-746,Delhi
1,जय,राम,गोडिया,Jai,Ram,Godiya,"Jai Ram Godiia, Jai Ram Godiya, Jai Godiya",38,Suspect,FIR-2019-420,Chennai
1,अमर,,श्रेष्ठ,Amar,,Shrestha,"Amar Shresth, Amar  Shresthaa, Amar Sresta",44,Witness,FIR-2018-833,Kolkata
1,मान,बहादुर,क्षेत्री,Maan,Bahadur,Kshetri,"Maan B. Kshetri, Maan Ksetri, Maan Kshetri",44,Witness,FIR-2024-740,Delhi
0,भदवी,,अधिकारी,Bhadwi,,Officer,"Bhadwi  Officer, Bhadwi . Officer, Bhadwi Officer",19,Suspect,FIR-2018-202,Madhya Pradesh
0,रमिला,,गुरुङ,Ramila,,Gurung,"Ramila Gurung, Ramila . Gurung, Ramila Gurun",38,Suspect,FIR-2012-693,Madhya Pradesh
1,दिपक,,लामा,Deepak,,Lama,"Deepak . Lama, Deepak  Lama, D. Lama",37,Suspect,FIR-2010-960,Jaipur
1,देवेन्द्र,,चौधरी,Devendra,,Chowdhary,"D. Chowdhary, Devendra  Chowdhaary, Devendra  Chowdhari",19,Victim,FIR-2016-336,Chennai
1,सोम,,लामा,Mon,,Lama,"Mon  Lama, M. Lama, Mon  Laamaa",45,Victim,FIR-2011-468,Kolkata
0,विष्णु,माया,तिम्सिना,Vishnu,Maya,Timsina,"Vishnu Maya Timsinaa, V. Timsina, Vishnu Timsina",47,Suspect,FIR-2002-952,Mumbai
0,झुमा,,कामी,Jhuma,,Kami,"J. Kami, Jhuma Kam, Jhuma Kami",43,Suspect,FIR-2010-960,Kolkata
1,परशुराम,,वराकोटी,Parashuram,,Varakoti,"Parashuram  Vaaraakoti, P. Varakoti, Parashuram . Varakoti",22,Criminal,FIR-2019-768,Bangalore
0,शिव,कुमारी,यादव,Shiv,Kumari,Yadav,"S. Yadav, Shiv Yada, Shiv Yadav",47,Victim,FIR-2014-205,Pune
1,मोहन,प्रसाद,लामिछाने,Mohan,Prasad,Lamichhane,"Mohan Lamichhane, Mohan P. Lamichhane, Mohan Lamichhan",41,Criminal,FIR-2009-905,Bangalore
1,फुर्पासाङ,,शेर्पा,phurpasang,,sherpa,"phurpasang . sherpa, p. sherpa, phurpasang sherp",22,Suspect,FIR-2023-375,Madhya Pradesh
0,सिर्जना,,मानन्धर,Creation,,Manandhar,"Creation Manandha, Creation  Maanaandhaar, C. Manandhar",36,Victim,FIR-2018-182,Bangalore
0,तोफीका,,खातुन,tofiqa,,khatun,"t. khatun, tofiqa  khatun, tofiqa katun",52,Criminal,FIR-2004-699,Mumbai
