Names,voter_gender,age,caseType,caseFIR,location
P. Sherpa,0,47,Victim,FIR-2022-542,Jabalpur
Deepak Acarya,1,45,Criminal,FIR-2002-748,Sagar
Ram Bahadur Maandaal,1,39,Victim,FIR-2006-478,Satna
Ramesh Paudel,1,30,Criminal,FIR-2006-201,Satna
Sanjay Sutihar,1,41,Suspect,FIR-2000-122,Jabalpur
Mina Katri,0,52,Victim,FIR-2003-808,Sagar
j. dhami,0,58,Witness,FIR-2000-149,Rewa
Padam Kumari Dhaakaal,0,51,Victim,FIR-2009-708,Satna
manju tharu,0,27,Suspect,FIR-2002-396,Satna
Rajesh Sing,1,47,Criminal,FIR-2020-816,Dewas
Gajendra Prasad Chowdhary,1,29,Victim,FIR-2004-581,Gwalior
Padam B. Karki,1,40,Criminal,FIR-2007-237,Rewa
Ruchi Dango,0,21,Criminal,FIR-2020-286,Dewas
Buddhi Maya Gole,0,40,Victim,FIR-2012-745,Bhopal
Shelendra Singh,1,52,Suspect,FIR-2014-830,Indore
Anju  Koiraalaa,0,24,Witness,FIR-2018-871,Sagar
Mithila  Choudhaary,0,53,Criminal,FIR-2021-472,Jabalpur
Mohan Prasad Lamichhane,1,60,Criminal,FIR-2009-190,Bhopal
bhavna rai,0,35,Suspect,FIR-2008-237,Satna
Pramesh  Sunar,1,48,Suspect,FIR-2022-900,Gwalior
jivan lama,1,42,Witness,FIR-2014-250,Jabalpur
Sandesh Maharjan,1,27,Suspect,FIR-2002-790,Sagar
S. Tamang,1,40,Witness,FIR-2014-109,Bhopal
Jai Ram Godiya,1,58,Criminal,FIR-2019-950,Sagar
Jivchhi Devi,0,23,Victim,FIR-2024-320,Indore
P. Gauchan,1,28,Suspect,FIR-2005-978,Sagar
A. Dawadi,0,57,Victim,FIR-2024-253,Gwalior
Aarti K. Ganesh,0,22,Criminal,FIR-2003-201,Indore
Gayatri Dev,0,57,Witness,FIR-2002-270,Bhopal
Matrzu  Kaarki,0,52,Criminal,FIR-2018-719,Rewa
Gaya Tharu,1,19,Criminal,FIR-2013-465,Bhopal
peace  singer,0,30,Criminal,FIR-2014-779,Rewa
Rajeswar  Rai,1,57,Suspect,FIR-2022-993,Sagar
Chet Bahadur Saaru,1,37,Witness,FIR-2013-284,Gwalior
Thuli Maya Baasnet,0,23,Criminal,FIR-2023-707,Indore
Well Maya Aaale,0,32,Witness,FIR-2022-860,Dewas
kumari . gurung,0,30,Suspect,FIR-2011-791,Jabalpur
Dhansara Bisht,0,48,Victim,FIR-2023-768,Sagar
Raju Kumar Jhaa,1,41,Witness,FIR-2009-671,Rewa
K. Nepali,0,20,Witness,FIR-2012-743,Sagar
spades b. steward,1,25,Criminal,FIR-2019-827,Sagar
Sanjeev K. Sah,1,49,Criminal,FIR-2001-402,Rewa
Mon B.K.,0,19,Victim,FIR-2024-655,Sagar
ceremonial dakal,0,27,Victim,FIR-2024-879,Dewas
premshila  devi,0,57,Suspect,FIR-2014-421,Bhopal
Suntali . Ranabhat,0,49,Victim,FIR-2019-679,Jabalpur
Shiv Suryavanshi,0,49,Victim,FIR-2014-239,Rewa
Dhani Chowdhary,1,20,Criminal,FIR-2017-795,Ujjain
Mansara Vishwakarma,0,26,Victim,FIR-2013-255,Dewas
Nirmala  Thaapaa,0,57,Witness,FIR-2021-968,Gwalior
Juna Alemga,0,44,Victim,FIR-2019-631,Ujjain
s. sardar,1,37,Suspect,FIR-2010-813,Bhopal
Balkisni  Tharu,0,33,Witness,FIR-2011-628,Indore
Indra W. Magar,1,34,Witness,FIR-2016-759,Jabalpur
Maya Tamanni Gowaa,0,37,Victim,FIR-2007-453,Sagar
Nemulal  Raajvaanshi,1,30,Victim,FIR-2012-770,Rewa
Durga Prasad Upreti,1,42,Witness,FIR-2005-230,Rewa
mukesh sahan,1,37,Witness,FIR-2005-333,Satna
S. Dholi,0,54,Criminal,FIR-2010-768,Rewa
Dal R. Tharu,0,56,Suspect,FIR-2020-344,Sagar
dandy raj regmi,1,33,Criminal,FIR-2000-962,Gwalior
dhan kumari shretri,0,50,Victim,FIR-2023-282,Jabalpur
Asmita Devkot,0,38,Witness,FIR-2014-930,Dewas
Dilip Bam,1,54,Witness,FIR-2017-258,Rewa
praniya devi,0,24,Victim,FIR-2017-707,Gwalior
Tulsi Suved,0,53,Witness,FIR-2002-573,Sagar
little maya tailor,0,51,Suspect,FIR-2020-368,Rewa
Indra Khadg,1,24,Victim,FIR-2005-679,Dewas
Roshan  Maansoor,1,46,Witness,FIR-2005-737,Bhopal
k. tamaang,1,23,Criminal,FIR-2013-370,Rewa
Bud Nepali,0,49,Witness,FIR-2007-606,Gwalior
Manoj . Rai,1,35,Criminal,FIR-2024-717,Jabalpur
Ram V. Mandal,1,46,Victim,FIR-2011-978,Satna
Geeta Devi Choudhary,0,33,Suspect,FIR-2020-760,Bhopal
Sulochan Basnet,0,20,Witness,FIR-2019-696,Rewa
Aarti Kumari Ganesh,0,27,Victim,FIR-2001-563,Bhopal
Meghraj Ra,1,59,Witness,FIR-2021-543,Gwalior
L. Khatri,1,31,Suspect,FIR-2008-619,Rewa
Ganga Bhuje,0,44,Criminal,FIR-2024-581,Rewa
Lukhiya D. Yadav,0,32,Witness,FIR-2023-405,Ujjain
ran away maya maamu,0,48,Criminal,FIR-2019-538,Satna
Mansih old man,1,41,Witness,FIR-2004-541,Dewas
govind prasad taamoli,1,40,Victim,FIR-2018-551,Rewa
Shantmaya  Raai,0,34,Suspect,FIR-2022-267,Dewas
Pukar  Mahato,1,55,Witness,FIR-2019-433,Ujjain
A. Rai,1,25,Criminal,FIR-2001-660,Indore
Hem Kumari Chowdhary,0,40,Criminal,FIR-2020-968,Rewa
V. Tamang,1,59,Witness,FIR-2007-333,Jabalpur
Damanti K.C,0,60,Victim,FIR-2000-559,Ujjain
bharat coppersmith,1,40,Suspect,FIR-2019-639,Satna
Dipendra Bahadur Gurung,1,23,Victim,FIR-2023-777,Dewas
Aghaniya Devi,0,47,Witness,FIR-2022-474,Satna
Sarmila . Ghalan,0,33,Suspect,FIR-2006-765,Gwalior
Purna K. Limbu,1,39,Criminal,FIR-2018-316,Satna
Nilu Sresta,0,32,Victim,FIR-2022-795,Gwalior
Harimaya  Daahaal,0,44,Victim,FIR-2004-527,Bhopal
Sukh Sardar,1,53,Victim,FIR-2001-405,Indore
Pramod Mahato Tharu,1,57,Victim,FIR-2009-398,Jabalpur
Black Goddess,0,27,Criminal,FIR-2003-274,Indore
Well Maya Aale,0,39,Suspect,FIR-2004-509,Satna
Raj Kumar Chowdhary,1,28,Criminal,FIR-2001-670,Gwalior
Sagair Mandal,0,50,Witness,FIR-2008-509,Rewa
Keshar Couca,1,58,Victim,FIR-2000-297,Dewas
Virendra  Maall,1,57,Witness,FIR-2005-937,Bhopal
Saraswati Gauta,0,46,Witness,FIR-2003-418,Bhopal
Tulku Maya Vudhathoki,0,57,Criminal,FIR-2007-903,Gwalior
Sandhya  Raaut,0,22,Witness,FIR-2006-626,Jabalpur
Mali . Chemjong,0,45,Criminal,FIR-2016-424,Ujjain
Sharjahan . Nesha,0,54,Witness,FIR-2006-777,Satna
Vimla Bohr,0,38,Victim,FIR-2001-250,Jabalpur
Daiya . Rye,0,21,Suspect,FIR-2020-696,Sagar
Vivi J. Mia,0,32,Witness,FIR-2002-614,Indore
Manda Sin Muktaan,1,33,Suspect,FIR-2023-742,Bhopal
Pawan Singh Dhami,1,54,Witness,FIR-2012-698,Sagar
b. mainali,1,58,Victim,FIR-2014-166,Indore
run ganesh,1,26,Victim,FIR-2018-657,Gwalior
Tanu Gurung,0,52,Suspect,FIR-2012-984,Sagar
Sita Khadka,0,27,Witness,FIR-2007-211,Sagar
Rania Rai,0,58,Witness,FIR-2015-927,Gwalior
p. sherpa,1,31,Victim,FIR-2004-879,Jabalpur
Chandra Roomb,1,23,Victim,FIR-2018-597,Rewa
Ramva Kala Gurung,0,42,Witness,FIR-2022-106,Jabalpur
Yami Bandari,0,26,Victim,FIR-2022-104,Satna
K. Adhikari,1,58,Criminal,FIR-2000-564,Ujjain
Seti  Khatri,0,42,Suspect,FIR-2017-575,Dewas
s. me,0,60,Witness,FIR-2018-710,Dewas
Prem Bishwakarm,1,18,Suspect,FIR-2012-272,Satna
Achyut Raj Khanal,1,45,Witness,FIR-2013-794,Rewa
Prem Thar,0,27,Victim,FIR-2005-407,Dewas
Krishna Thapa,1,44,Suspect,FIR-2014-239,Rewa
Shobha Kumari,0,51,Victim,FIR-2019-689,Bhopal
Vishnu Maya Naagaarkoti,0,34,Criminal,FIR-2019-634,Bhopal
A. Thakur,0,28,Witness,FIR-2000-634,Gwalior
Ruchi . Dangol,0,19,Witness,FIR-2006-517,Satna
Gita  Thaaru,0,49,Witness,FIR-2008-423,Sagar
Dawa Sherpa,1,58,Suspect,FIR-2005-537,Sagar
Chandra Mouni,0,28,Victim,FIR-2017-652,Dewas
Lukhiram Vask,1,53,Suspect,FIR-2022-329,Rewa
Gofli v.K,0,32,Witness,FIR-2013-754,Gwalior
Dhirendra Kumar Chand,1,27,Suspect,FIR-2000-788,Indore
B. Nepali,0,19,Suspect,FIR-2013-700,Ujjain
Hira Sris,1,21,Criminal,FIR-2004-393,Satna
Samiksha Dhol,0,58,Witness,FIR-2020-566,Sagar
Laxman Chama,1,50,Witness,FIR-2023-491,Satna
Shyani Tapa,0,47,Victim,FIR-2023-756,Ujjain
Pravesh Raj Pandey,1,39,Criminal,FIR-2004-412,Sagar
Suruj Mahto Kahar,1,30,Suspect,FIR-2000-909,Bhopal
Ram P. (Nepali),1,25,Victim,FIR-2022-780,Bhopal
D. Paija,1,54,Witness,FIR-2018-205,Ujjain
Tikka  Khadka,1,37,Suspect,FIR-2003-434,Gwalior
T. Lama,0,33,Victim,FIR-2012-917,Sagar
chudamaya best,0,49,Victim,FIR-2010-519,Gwalior
S. Patel,1,60,Suspect,FIR-2024-748,Jabalpur
rock  dagaura,0,38,Suspect,FIR-2022-514,Dewas
B. Thapa,1,38,Criminal,FIR-2013-144,Sagar
Purna Pokrel,0,31,Witness,FIR-2013-229,Satna
Vinay  Thokkaar,1,25,Criminal,FIR-2007-874,Indore
Chandra Maan Baasnet,1,48,Criminal,FIR-2023-543,Dewas
Ekinder . Rai,1,20,Criminal,FIR-2019-297,Rewa
Total ero,1,39,Criminal,FIR-2012-743,Rewa
Rina Lonia,0,52,Victim,FIR-2018-728,Indore
Eliza Saju,0,56,Criminal,FIR-2010-418,Ujjain
Chulai Das,1,18,Witness,FIR-2017-457,Bhopal
Polestar Taru,0,34,Criminal,FIR-2002-564,Dewas
D. G.C,1,23,Victim,FIR-2007-367,Ujjain
Maan B. Damai,1,51,Witness,FIR-2023-167,Satna
Chun Maya Khamcha,0,33,Victim,FIR-2020-114,Dewas
v. bhandari,0,57,Victim,FIR-2008-101,Dewas
Yam Prakash Paudel,1,35,Suspect,FIR-2023-645,Indore
Gyanisara Thapa Magar,0,37,Victim,FIR-2022-742,Satna
Ruchi Dangol,0,37,Criminal,FIR-2006-451,Bhopal
Y. Pariyar,0,60,Criminal,FIR-2006-704,Indore
hem kumari tamang,0,48,Witness,FIR-2007-860,Indore
deception rana tharu,1,36,Victim,FIR-2007-204,Sagar
Savit Katik,1,44,Witness,FIR-2018-105,Bhopal
S. Kurmi,0,42,Witness,FIR-2008-693,Indore
J. Kami,0,18,Criminal,FIR-2002-741,Indore
Jasiram  Sarki,1,50,Suspect,FIR-2024-666,Rewa
Chameli Chowdhar,0,46,Suspect,FIR-2010-328,Bhopal
Khagendra Niraula,1,45,Witness,FIR-2002-476,Gwalior
Sriram  Baalaami,1,48,Suspect,FIR-2004-578,Bhopal
D. Rawal,1,39,Suspect,FIR-2011-305,Indore
cumin alligato,0,51,Criminal,FIR-2019-643,Rewa
nurvu sherpa,1,28,Suspect,FIR-2014-485,Ujjain
Madhu Pachay,0,25,Criminal,FIR-2022-361,Dewas
Hira  Thakuri,0,44,Witness,FIR-2018-502,Indore
M. Chemjong,1,59,Suspect,FIR-2002-547,Sagar
S. Cover,0,18,Suspect,FIR-2016-763,Sagar
Silo Goldsmith,1,57,Witness,FIR-2014-414,Rewa
Vijay Roomba,1,60,Witness,FIR-2022-972,Satna
K. Devi,0,43,Witness,FIR-2004-384,Sagar
Kovija Thapa,0,39,Victim,FIR-2016-127,Jabalpur
Pratap  Punmagar,1,46,Victim,FIR-2019-467,Bhopal
giri prasad stopped again,1,27,Witness,FIR-2002-110,Gwalior
Sazhan Khatun,0,18,Victim,FIR-2010-410,Gwalior
Goma  G.C.,0,23,Victim,FIR-2003-399,Satna
narayan rana,1,41,Witness,FIR-2007-601,Gwalior
Manoj Kumar Chemjong,1,38,Victim,FIR-2018-394,Rewa
Mina  Balam,0,37,Witness,FIR-2012-826,Bhopal
Sanchveer  Tamang,1,48,Criminal,FIR-2010-862,Ujjain
Rima bu,0,40,Witness,FIR-2016-263,Indore
Chetraj Kanal,1,35,Suspect,FIR-2019-159,Satna
Rajeshwari Devi,0,22,Victim,FIR-2002-336,Ujjain
Vimla Devi Vohaaraa,0,22,Victim,FIR-2002-933,Satna
Dinanath . Paswan,1,29,Suspect,FIR-2016-995,Ujjain
Laxmi V.K,0,28,Victim,FIR-2024-293,Rewa
I. Baral(Bhattarai),0,41,Witness,FIR-2016-252,Indore
Laxmi Kan,1,40,Victim,FIR-2009-750,Jabalpur
Dipendra Chapai,1,25,Criminal,FIR-2006-796,Ujjain
Rambhajan Sona,1,51,Victim,FIR-2007-797,Ujjain
Shobha Kumar,0,58,Criminal,FIR-2021-374,Sagar
Shant Bahadur Saud,1,37,Criminal,FIR-2003-266,Satna
Buddhiram Tharu,1,20,Criminal,FIR-2010-325,Sagar
H. Mia,1,36,Victim,FIR-2012-865,Jabalpur
Shobha Kuwar Kshetri,0,40,Suspect,FIR-2010-449,Jabalpur
kamala  ojha,0,32,Suspect,FIR-2014-518,Sagar
majhi . yadav,1,39,Victim,FIR-2012-182,Sagar
Padam Bahadur Giri,1,58,Criminal,FIR-2014-680,Jabalpur
Amrit Khadg,1,56,Victim,FIR-2020-595,Gwalior
Sunil Bhandari,1,40,Suspect,FIR-2002-123,Bhopal
N. Tiruva,1,56,Witness,FIR-2004-265,Gwalior
Nagendra Limb,1,27,Victim,FIR-2009-928,Jabalpur
Geeta Sha,0,31,Criminal,FIR-2004-862,Jabalpur
Bhim Tapa,1,29,Criminal,FIR-2004-161,Indore
Savina Rye,0,41,Victim,FIR-2008-335,Satna
Juna Tiwar,0,54,Victim,FIR-2019-178,Satna
S. Majhi,1,49,Witness,FIR-2011-317,Bhopal
Padam Bahadur Kaarki,1,55,Victim,FIR-2000-930,Dewas
Hari Prasad Paudel,1,42,Victim,FIR-2009-771,Sagar
Narayan Khatri,1,54,Criminal,FIR-2022-924,Jabalpur
Bhim Thapa,1,53,Suspect,FIR-2024-922,Indore
R. Luitel,1,51,Witness,FIR-2006-233,Satna
Jhigun Yadav,1,43,Victim,FIR-2007-640,Indore
V. Vishwakarma,1,59,Criminal,FIR-2020-186,Ujjain
A. Pasman,1,28,Victim,FIR-2017-870,Dewas
Nirmaya Paudel,0,39,Suspect,FIR-2008-630,Dewas
Poonkala  Aryaal,0,29,Criminal,FIR-2022-813,Ujjain
Basanti Devi Kaami,0,57,Witness,FIR-2005-912,Satna
Sah Mehmed,1,22,Victim,FIR-2004-134,Jabalpur
dirgha maya pulami,0,52,Victim,FIR-2018-883,Rewa
Bhagwati Shrestha,0,54,Criminal,FIR-2011-531,Ujjain
floor stewar,0,50,Victim,FIR-2005-554,Jabalpur
ran maam,0,49,Suspect,FIR-2002-318,Jabalpur
Nilima  Adhikaari,0,58,Criminal,FIR-2024-885,Bhopal
flower maya vishwakarma,0,19,Suspect,FIR-2006-177,Satna
Roshan  Paariyaar,1,20,Suspect,FIR-2013-536,Bhopal
Roshan Raj Shaahi,1,47,Witness,FIR-2001-699,Indore
V. Mia,0,32,Suspect,FIR-2016-461,Indore
Bajire Aouji,1,53,Witness,FIR-2004-513,Dewas
Sam Rai,1,53,Suspect,FIR-2016-400,Rewa
Shusila  Chand,0,47,Witness,FIR-2007-697,Sagar
Ishaan . Buddhacharya,1,30,Witness,FIR-2014-437,Dewas
Dev Kaliya Loharin,0,40,Criminal,FIR-2011-222,Satna
Amrit  Khaadgi,1,32,Witness,FIR-2007-398,Bhopal
Ludra Bahadur Rana,1,37,Criminal,FIR-2010-403,Gwalior
S. Rajvanshi,1,43,Suspect,FIR-2014-808,Ujjain
Well kam,1,25,Criminal,FIR-2007-523,Bhopal
Ram Maya Rai,0,37,Criminal,FIR-2023-997,Bhopal
Madhu Kumari Gharti,0,59,Suspect,FIR-2010-836,Dewas
Ganga Devi Subedi,0,56,Suspect,FIR-2015-272,Sagar
supriya rokay,0,38,Victim,FIR-2014-961,Bhopal
Aashika Adhikari Devkota,0,34,Criminal,FIR-2013-766,Sagar
H. Thakuri,0,32,Victim,FIR-2006-944,Dewas
nanda . shahi,0,19,Suspect,FIR-2001-885,Sagar
Sangeeta D. Kshetri,0,54,Criminal,FIR-2004-626,Sagar
phuleshri dev,0,36,Victim,FIR-2006-867,Satna
Indra V.K,1,46,Victim,FIR-2017-936,Jabalpur
Vikash C,1,46,Suspect,FIR-2023-313,Ujjain
Hiradevi Shah,0,35,Suspect,FIR-2000-579,Bhopal
Rajan . Shrestha,1,36,Criminal,FIR-2020-328,Bhopal
Uttar Tamang,1,41,Witness,FIR-2020-762,Sagar
R. Rana,1,48,Victim,FIR-2002-982,Jabalpur
Savita Lam,0,54,Criminal,FIR-2018-264,Sagar
Shailendra Gaudel,1,31,Suspect,FIR-2003-404,Jabalpur
Nirmala Suvedi,0,51,Witness,FIR-2013-656,Rewa
Sita Kumari Vikas,0,52,Criminal,FIR-2001-720,Satna
padma devi rawat,0,47,Victim,FIR-2018-308,Satna
ज. चौधरी,0,26,Witness,FIR-2010-779,Gwalior
Manraj Gopali,1,59,Suspect,FIR-2021-863,Indore
Z. Nisha,0,41,Suspect,FIR-2014-707,Rewa
K. KC,1,22,Criminal,FIR-2012-712,Dewas
Tolakant Chapaga,1,59,Criminal,FIR-2024-472,Dewas
Abhimanyu  Khadka,1,18,Victim,FIR-2024-663,Bhopal
D. Shahi,1,60,Witness,FIR-2004-487,Satna
Samjna Thapa,0,24,Witness,FIR-2005-463,Dewas
Devki Mochi,0,42,Suspect,FIR-2013-243,Gwalior
Dill K. Ghimire,0,59,Suspect,FIR-2013-376,Indore
Vindeshwar . Yadav,1,27,Criminal,FIR-2017-244,Rewa
Rina . Kasgar,0,31,Victim,FIR-2019-706,Ujjain
Narayan Bahadur Khatri,1,56,Suspect,FIR-2002-122,Jabalpur
Anjali Kumari Thakur,0,18,Victim,FIR-2003-586,Dewas
Dor B. Magar,1,31,Victim,FIR-2013-681,Jabalpur
Pusana Mahato,1,22,Witness,FIR-2017-428,Satna
Pavitra  Saaud,0,60,Criminal,FIR-2014-461,Ujjain
Aastha Paudel,0,32,Victim,FIR-2017-169,Jabalpur
P. Bajracharya,1,49,Victim,FIR-2001-662,Sagar
Maya Gow,0,21,Witness,FIR-2024-362,Dewas
Bhim Bahadur Thapa,1,49,Suspect,FIR-2018-296,Dewas
Ashok Wali,1,49,Victim,FIR-2010-734,Indore
nanda shahi,0,21,Suspect,FIR-2017-752,Gwalior
Geeta Rajvansh,0,25,Witness,FIR-2005-615,Dewas
jeet ran,1,20,Criminal,FIR-2010-670,Gwalior
D. Upreti,1,45,Witness,FIR-2023-896,Rewa
Chet Bania,1,55,Suspect,FIR-2017-814,Jabalpur
Vishnu  Pandey,0,49,Suspect,FIR-2001-754,Rewa
Fulgen Paswa,1,18,Criminal,FIR-2003-270,Sagar
M. Tamang,0,21,Victim,FIR-2001-978,Dewas
Ashok Kumar Sa Kanu,1,30,Victim,FIR-2019-385,Indore
a. gautam,1,21,Victim,FIR-2022-580,Dewas
Dipesh Lamichhane,1,23,Suspect,FIR-2011-324,Indore
Rajesh . Bogti,1,32,Criminal,FIR-2024-549,Jabalpur
barley garti,0,57,Suspect,FIR-2018-229,Rewa
Umesh Shah,1,54,Witness,FIR-2007-129,Gwalior
Indira  Baral(Bhattarai),0,52,Criminal,FIR-2010-709,Sagar
Pavitha  Kumaal,0,46,Witness,FIR-2000-396,Satna
Hira B. Sris,1,33,Criminal,FIR-2020-816,Rewa
Tara Devi Gurung,0,50,Criminal,FIR-2024-368,Ujjain
S. Sapkota,1,47,Criminal,FIR-2001-828,Ujjain
D. eats,0,30,Victim,FIR-2008-522,Sagar
Pravin Kumar Mehra,1,28,Criminal,FIR-2018-818,Gwalior
Matrzu . Karki,0,25,Victim,FIR-2021-184,Jabalpur
anisha  thaapaa,0,37,Victim,FIR-2007-433,Rewa
Chandeshwar  Maahaato,1,43,Criminal,FIR-2019-868,Ujjain
K. Thapa,0,45,Victim,FIR-2011-145,Satna
Sunita B. Officer,0,45,Criminal,FIR-2008-689,Indore
Chanchal Hazra,1,54,Victim,FIR-2023-512,Bhopal
Januka Ry,0,38,Suspect,FIR-2006-274,Gwalior
l. durga,0,55,Victim,FIR-2008-708,Dewas
Shyani Maya Thaapaa,0,38,Witness,FIR-2019-687,Gwalior
Pavitra  Karki,0,48,Criminal,FIR-2012-291,Jabalpur
D. Devi,0,19,Suspect,FIR-2010-751,Dewas
Bhagirath Ahi,1,37,Victim,FIR-2007-208,Satna
Hira Bahadur Sris,1,28,Witness,FIR-2024-777,Indore
Ganga Rimal,0,27,Suspect,FIR-2015-198,Jabalpur
indira magar,0,50,Witness,FIR-2009-115,Indore
H. Oli,0,21,Witness,FIR-2011-926,Ujjain
Basant . Acharya,1,35,Suspect,FIR-2015-371,Jabalpur
Dharma Jit Shahi,1,26,Suspect,FIR-2014-853,Gwalior
जिक्यान चौधर,0,18,Victim,FIR-2009-229,Indore
Manjit  Gurung,1,33,Witness,FIR-2004-718,Dewas
Guma Khanal,0,23,Criminal,FIR-2003-779,Dewas
P. Yadav,1,49,Victim,FIR-2018-155,Ujjain
Manju . Gupta,0,40,Criminal,FIR-2011-987,Jabalpur
Indrakala Devi Yadav,0,35,Victim,FIR-2013-162,Gwalior
Sher Bahadur Saaund,1,54,Criminal,FIR-2008-926,Bhopal
Simon Giri,1,23,Suspect,FIR-2004-380,Rewa
Lok Singh Saund,1,18,Witness,FIR-2002-621,Bhopal
Vishnu Pariya,0,59,Victim,FIR-2017-831,Dewas
Rajan  Shrestha,1,32,Victim,FIR-2007-390,Rewa
srjana gurun,0,30,Criminal,FIR-2007-955,Satna
Durg Bahadur G.C,1,20,Criminal,FIR-2004-181,Indore
K. Pun,0,36,Criminal,FIR-2022-939,Gwalior
Chankh Maya Rye,0,23,Witness,FIR-2000-583,Bhopal
Mukesh . Kathayat,1,22,Criminal,FIR-2008-965,Gwalior
Indira . Mahat,0,53,Suspect,FIR-2005-806,Dewas
prem nath kawar,1,50,Criminal,FIR-2007-217,Bhopal
Vikash G C,1,55,Witness,FIR-2001-847,Bhopal
Ejazul  Ansari,1,49,Victim,FIR-2008-298,Bhopal
Nagendra T. Limbu,1,20,Witness,FIR-2007-794,Bhopal
Sobhit Saday,1,44,Criminal,FIR-2016-595,Rewa
Lok Regm,1,60,Witness,FIR-2010-205,Rewa
mohammad  sawir,1,24,Criminal,FIR-2012-860,Bhopal
Laxman Cobbler Chamar,1,38,Victim,FIR-2010-450,Jabalpur
Sangeeta Chaudhar,0,26,Criminal,FIR-2005-148,Bhopal
Buddi . Ouji,0,21,Victim,FIR-2010-815,Rewa
brave man best,1,33,Suspect,FIR-2014-930,Dewas
H. Tamang,0,25,Suspect,FIR-2000-475,Bhopal
Dinesh K. Sud,1,37,Criminal,FIR-2015-146,Rewa
Ritesh  Das,1,58,Criminal,FIR-2001-538,Sagar
Nandkali Bk.,0,43,Criminal,FIR-2007-297,Ujjain
Kiran  Chhantial,1,54,Suspect,FIR-2009-164,Sagar
Sumitra Chemjon,0,59,Criminal,FIR-2016-329,Rewa
Hari B. Gurung,1,52,Victim,FIR-2024-810,Rewa
Pradeep Ra,1,25,Criminal,FIR-2019-522,Satna
Gayatri  Devi,0,33,Witness,FIR-2016-369,Ujjain
Rowaydan Khatu,0,48,Victim,FIR-2004-586,Ujjain
D. Barhi,1,43,Witness,FIR-2002-453,Gwalior
Mamta Gurun,0,42,Witness,FIR-2023-759,Jabalpur
Mon  Laamaa,1,57,Witness,FIR-2003-622,Satna
Narayan  Mahato,1,47,Suspect,FIR-2009-852,Rewa
Bavita  Jaiswal,0,54,Suspect,FIR-2024-358,Ujjain
money royal,1,55,Criminal,FIR-2007-626,Sagar
Leela Kumari Taatmini,0,44,Victim,FIR-2023-405,Gwalior
vidya  bhandari,0,41,Criminal,FIR-2006-177,Bhopal
Krishna Aryal,1,58,Witness,FIR-2003-824,Sagar
Chandeshwar Mahato,1,31,Witness,FIR-2000-163,Dewas
jagan yohanga,1,32,Witness,FIR-2020-499,Gwalior
Shyam Choudhar,0,30,Witness,FIR-2016-179,Rewa
r. devi,0,53,Suspect,FIR-2000-559,Indore
Rupa Pakrin,0,26,Victim,FIR-2010-727,Bhopal
Muqdar Sye,1,43,Criminal,FIR-2021-678,Indore
Sunita Office,0,45,Victim,FIR-2009-492,Dewas
Sunil K. Thakur,1,55,Criminal,FIR-2016-750,Indore
deception r. tharu,1,44,Witness,FIR-2014-125,Sagar
Mingma Lam,0,40,Suspect,FIR-2016-738,Jabalpur
s. dahal,0,23,Suspect,FIR-2011-610,Jabalpur
Kopil Bahadur Pariyar,1,46,Victim,FIR-2011-202,Dewas
Sita Ram Maahaaraa,1,23,Victim,FIR-2001-894,Rewa
Ganga Vishwakarma,0,59,Suspect,FIR-2001-874,Rewa
J. Gaha,1,49,Victim,FIR-2013-120,Indore
उपर्पया पैरिया,0,54,Witness,FIR-2008-697,Dewas
Article B. Aale,1,20,Suspect,FIR-2006-271,Gwalior
Chari Devi Oraon,0,49,Witness,FIR-2008-605,Dewas
H. Jimba,0,50,Criminal,FIR-2023-628,Ujjain
Jailun Dhunia,1,59,Witness,FIR-2017-260,Indore
Sangeeta Kumari Chaaudhaary,0,50,Suspect,FIR-2016-484,Gwalior
Manmohan  Kharvin,1,33,Victim,FIR-2006-473,Rewa
Shashikala Battarai,0,24,Victim,FIR-2022-412,Jabalpur
Lalan Khatve,1,22,Victim,FIR-2010-411,Bhopal
Black . Goddess,0,50,Criminal,FIR-2001-172,Rewa
Chin Maya Taamaang,0,49,Suspect,FIR-2018-881,Satna
Ramdebi T. Gauchan,0,52,Victim,FIR-2019-423,Bhopal
Vijay Kama,1,54,Suspect,FIR-2001-472,Rewa
Ranju K. Saday,0,52,Victim,FIR-2014-688,Sagar
Hemant Shrestha,1,18,Criminal,FIR-2008-324,Bhopal
v. rana,0,48,Victim,FIR-2015-751,Satna
Manoj Kumar Singh,1,46,Witness,FIR-2006-908,Ujjain
Sudha Tamang,0,57,Victim,FIR-2019-499,Ujjain
Sanjay Kumar Gaangaai,1,53,Witness,FIR-2021-449,Satna
Bal Bahadur Daagaauraa,1,19,Witness,FIR-2013-882,Jabalpur
Krithika Shrestha,0,52,Suspect,FIR-2004-530,Rewa
Pavitri  Tharu,0,42,Criminal,FIR-2011-458,Dewas
Smt. Kanuin,0,21,Suspect,FIR-2010-493,Jabalpur
sita devi dahal,0,55,Victim,FIR-2001-273,Dewas
Sarla Ra,0,57,Victim,FIR-2014-922,Jabalpur
Hem K. Chowdhary,0,56,Criminal,FIR-2009-617,Rewa
Kala Devi Choudhary,0,52,Witness,FIR-2016-994,Gwalior
kavli  maajhi,0,50,Suspect,FIR-2000-704,Gwalior
M. Lama,1,54,Suspect,FIR-2022-210,Bhopal
Indravati . Kurmin,0,28,Witness,FIR-2003-818,Sagar
